date,service,region,team,env,cost_usd,project_id
2025-07-27,Kubernetes Engine,europe-west1,DevOps,prod,56.4,cloudgaze-prod-99
2025-07-27,Kubernetes Engine,europe-west1,DevOps,staging,29.24,cloudgaze-prod-99
2025-07-27,BigQuery,us-central1,Data,prod,25.81,cloudgaze-prod-99
2025-07-28,Compute Engine,us-central1,Backend,prod,35.67,cloudgaze-prod-99
2025-07-28,Compute Engine,us-central1,Backend,dev,8.96,cloudgaze-prod-99
2025-07-28,Cloud SQL,us-central1,Database,prod,50.81,cloudgaze-prod-99
2025-07-28,Cloud SQL,us-central1,Database,staging,18.55,cloudgaze-prod-99
2025-07-28,Cloud Storage,us-central1,Data,prod,15.99,cloudgaze-prod-99
2025-07-28,Kubernetes Engine,europe-west1,DevOps,prod,64.27,cloudgaze-prod-99
2025-07-28,Kubernetes Engine,europe-west1,DevOps,staging,28.13,cloudgaze-prod-99
2025-07-28,BigQuery,us-central1,Data,prod,39.16,cloudgaze-prod-99
2025-07-29,Compute Engine,us-central1,Backend,prod,40.59,cloudgaze-prod-99
2025-07-29,Compute Engine,us-central1,Backend,dev,12.38,cloudgaze-prod-99
2025-07-29,Cloud SQL,us-central1,Database,prod,48.53,cloudgaze-prod-99
2025-07-29,Cloud SQL,us-central1,Database,staging,21.72,cloudgaze-prod-99
2025-07-29,Cloud Storage,us-central1,Data,prod,14.4,cloudgaze-prod-99
2025-07-29,Kubernetes Engine,europe-west1,DevOps,prod,66.62,cloudgaze-prod-99
2025-07-29,Kubernetes Engine,europe-west1,DevOps,staging,20.77,cloudgaze-prod-99
2025-07-29,BigQuery,us-central1,Data,prod,30.41,cloudgaze-prod-99
2025-07-30,Compute Engine,us-central1,Backend,prod,38.2,cloudgaze-prod-99
2025-07-30,Compute Engine,us-central1,Backend,dev,14.86,cloudgaze-prod-99
2025-07-30,Cloud SQL,us-central1,Database,prod,53.83,cloudgaze-prod-99
2025-07-30,Cloud SQL,us-central1,Database,staging,21.06,cloudgaze-prod-99
2025-07-30,Cloud Storage,us-central1,Data,prod,15.4,cloudgaze-prod-99
2025-07-30,Kubernetes Engine,europe-west1,DevOps,prod,73.73,cloudgaze-prod-99
2025-07-30,Kubernetes Engine,europe-west1,DevOps,staging,30.95,cloudgaze-prod-99
2025-07-30,BigQuery,us-central1,Data,prod,16.16,cloudgaze-prod-99
2025-07-31,Compute Engine,us-central1,Backend,prod,39.23,cloudgaze-prod-99
2025-07-31,Compute Engine,us-central1,Backend,dev,14.37,cloudgaze-prod-99
2025-07-31,Cloud SQL,us-central1,Database,prod,51.08,cloudgaze-prod-99
2025-07-31,Cloud SQL,us-central1,Database,staging,21.09,cloudgaze-prod-99
2025-07-31,Cloud Storage,us-central1,Data,prod,16.74,cloudgaze-prod-99
2025-07-31,Kubernetes Engine,europe-west1,DevOps,prod,66.37,cloudgaze-prod-99
2025-07-31,Kubernetes Engine,europe-west1,DevOps,staging,24.07,cloudgaze-prod-99
2025-07-31,BigQuery,us-central1,Data,prod,26.78,cloudgaze-prod-99
2025-08-01,Compute Engine,us-central1,Backend,prod,37.96,cloudgaze-prod-99
2025-08-01,Compute Engine,us-central1,Backend,dev,15.97,cloudgaze-prod-99
2025-08-01,Cloud SQL,us-central1,Database,prod,50.87,cloudgaze-prod-99
2025-08-01,Cloud SQL,us-central1,Database,staging,21.96,cloudgaze-prod-99
2025-08-01,Cloud Storage,us-central1,Data,prod,16.75,cloudgaze-prod-99
2025-08-01,Kubernetes Engine,europe-west1,DevOps,prod,54.62,cloudgaze-prod-99
2025-08-01,Kubernetes Engine,europe-west1,DevOps,staging,24.2,cloudgaze-prod-99
2025-08-01,BigQuery,us-central1,Data,prod,36.9,cloudgaze-prod-99
2025-08-02,Compute Engine,us-central1,Backend,prod,44.26,cloudgaze-prod-99
2025-08-02,Compute Engine,us-central1,Backend,dev,13.5,cloudgaze-prod-99
2025-08-02,Cloud SQL,us-central1,Database,prod,49.04,cloudgaze-prod-99
2025-08-02,Cloud SQL,us-central1,Database,staging,19.92,cloudgaze-prod-99
2025-08-02,Cloud Storage,us-central1,Data,prod,15.79,cloudgaze-prod-99
2025-08-02,Kubernetes Engine,europe-west1,DevOps,prod,56.33,cloudgaze-prod-99
2025-08-02,Kubernetes Engine,europe-west1,DevOps,staging,18.51,cloudgaze-prod-99
2025-08-02,BigQuery,us-central1,Data,prod,20.98,cloudgaze-prod-99
2025-08-03,Compute Engine,us-central1,Backend,prod,35.39,cloudgaze-prod-99
2025-08-03,Compute Engine,us-central1,Backend,dev,6.69,cloudgaze-prod-99
2025-08-03,Cloud SQL,us-central1,Database,prod,48.9,cloudgaze-prod-99
2025-08-03,Cloud SQL,us-central1,Database,staging,21.78,cloudgaze-prod-99
2025-08-03,Cloud Storage,us-central1,Data,prod,16.3,cloudgaze-prod-99
2025-08-03,Kubernetes Engine,europe-west1,DevOps,prod,62.5,cloudgaze-prod-99
2025-08-03,Kubernetes Engine,europe-west1,DevOps,staging,27.78,cloudgaze-prod-99
2025-08-03,BigQuery,us-central1,Data,prod,25.56,cloudgaze-prod-99
2025-08-04,Compute Engine,us-central1,Backend,prod,37.27,cloudgaze-prod-99
2025-08-04,Compute Engine,us-central1,Backend,dev,10.14,cloudgaze-prod-99
2025-08-04,Cloud SQL,us-central1,Database,prod,51.92,cloudgaze-prod-99
2025-08-04,Cloud SQL,us-central1,Database,staging,19.24,cloudgaze-prod-99
2025-08-04,Cloud Storage,us-central1,Data,prod,16.64,cloudgaze-prod-99
2025-08-04,Kubernetes Engine,europe-west1,DevOps,prod,57.29,cloudgaze-prod-99
2025-08-04,Kubernetes Engine,europe-west1,DevOps,staging,24.52,cloudgaze-prod-99
2025-08-04,BigQuery,us-central1,Data,prod,30.78,cloudgaze-prod-99
2025-08-05,Compute Engine,us-central1,Backend,prod,39.69,cloudgaze-prod-99
2025-08-05,Compute Engine,us-central1,Backend,dev,12.76,cloudgaze-prod-99
2025-08-05,Cloud SQL,us-central1,Database,prod,51.79,cloudgaze-prod-99
2025-08-05,Cloud SQL,us-central1,Database,staging,18.95,cloudgaze-prod-99
2025-08-05,Cloud Storage,us-central1,Data,prod,16.43,cloudgaze-prod-99
2025-08-05,Kubernetes Engine,europe-west1,DevOps,prod,57.62,cloudgaze-prod-99
2025-08-05,Kubernetes Engine,europe-west1,DevOps,staging,21.5,cloudgaze-prod-99
2025-08-05,BigQuery,us-central1,Data,prod,22.73,cloudgaze-prod-99
2025-08-06,Compute Engine,us-central1,Backend,prod,41.3,cloudgaze-prod-99
2025-08-06,Compute Engine,us-central1,Backend,dev,10.44,cloudgaze-prod-99
2025-08-06,Cloud SQL,us-central1,Database,prod,54.37,cloudgaze-prod-99
2025-08-06,Cloud SQL,us-central1,Database,staging,20.89,cloudgaze-prod-99
2025-08-06,Cloud Storage,us-central1,Data,prod,16.86,cloudgaze-prod-99
2025-08-06,Kubernetes Engine,europe-west1,DevOps,prod,62.9,cloudgaze-prod-99
2025-08-06,Kubernetes Engine,europe-west1,DevOps,staging,25.51,cloudgaze-prod-99
2025-08-06,BigQuery,us-central1,Data,prod,20.59,cloudgaze-prod-99
2025-08-07,Compute Engine,us-central1,Backend,prod,41.15,cloudgaze-prod-99
2025-08-07,Compute Engine,us-central1,Backend,dev,14.1,cloudgaze-prod-99
2025-08-07,Cloud SQL,us-central1,Database,prod,52.4,cloudgaze-prod-99
2025-08-07,Cloud SQL,us-central1,Database,staging,20.39,cloudgaze-prod-99
2025-08-07,Cloud Storage,us-central1,Data,prod,15.73,cloudgaze-prod-99
2025-08-07,Kubernetes Engine,europe-west1,DevOps,prod,55.35,cloudgaze-prod-99
2025-08-07,Kubernetes Engine,europe-west1,DevOps,staging,25.35,cloudgaze-prod-99
2025-08-07,BigQuery,us-central1,Data,prod,32.22,cloudgaze-prod-99
2025-08-08,Compute Engine,us-central1,Backend,prod,37.33,cloudgaze-prod-99
2025-08-08,Compute Engine,us-central1,Backend,dev,9.68,cloudgaze-prod-99
2025-08-08,Cloud SQL,us-central1,Database,prod,50.14,cloudgaze-prod-99
2025-08-08,Cloud SQL,us-central1,Database,staging,20.52,cloudgaze-prod-99
2025-08-08,Cloud Storage,us-central1,Data,prod,17.87,cloudgaze-prod-99
2025-08-08,Kubernetes Engine,europe-west1,DevOps,prod,67.56,cloudgaze-prod-99
2025-08-08,Kubernetes Engine,europe-west1,DevOps,staging,27.22,cloudgaze-prod-99
2025-08-08,BigQuery,us-central1,Data,prod,40.5,cloudgaze-prod-99
2025-08-09,Compute Engine,us-central1,Backend,prod,56.28,cloudgaze-prod-99
2025-08-09,Compute Engine,us-central1,Backend,dev,8.77,cloudgaze-prod-99
2025-08-09,Cloud SQL,us-central1,Database,prod,48.68,cloudgaze-prod-99
2025-08-09,Cloud SQL,us-central1,Database,staging,20.61,cloudgaze-prod-99
2025-08-09,Cloud Storage,us-central1,Data,prod,17.53,cloudgaze-prod-99
2025-08-09,Kubernetes Engine,europe-west1,DevOps,prod,60.99,cloudgaze-prod-99
2025-08-09,Kubernetes Engine,europe-west1,DevOps,staging,27.15,cloudgaze-prod-99
2025-08-09,BigQuery,us-central1,Data,prod,22.76,cloudgaze-prod-99
2025-08-10,Compute Engine,us-central1,Backend,prod,33.64,cloudgaze-prod-99
2025-08-10,Compute Engine,us-central1,Backend,dev,10.25,cloudgaze-prod-99
2025-08-10,Cloud SQL,us-central1,Database,prod,51.93,cloudgaze-prod-99
2025-08-10,Cloud SQL,us-central1,Database,staging,21.85,cloudgaze-prod-99
2025-08-10,Cloud Storage,us-central1,Data,prod,17.04,cloudgaze-prod-99
2025-08-10,Kubernetes Engine,europe-west1,DevOps,prod,65.62,cloudgaze-prod-99
2025-08-10,Kubernetes Engine,europe-west1,DevOps,staging,17.97,cloudgaze-prod-99
2025-08-10,BigQuery,us-central1,Data,prod,26.62,cloudgaze-prod-99
2025-08-11,Compute Engine,us-central1,Backend,prod,47.2,cloudgaze-prod-99
2025-08-11,Compute Engine,us-central1,Backend,dev,11.54,cloudgaze-prod-99
2025-08-11,Cloud SQL,us-central1,Database,prod,52.41,cloudgaze-prod-99
2025-08-11,Cloud SQL,us-central1,Database,staging,20.57,cloudgaze-prod-99
2025-08-11,Cloud Storage,us-central1,Data,prod,16.94,cloudgaze-prod-99
2025-08-11,Kubernetes Engine,europe-west1,DevOps,prod,66.23,cloudgaze-prod-99
2025-08-11,Kubernetes Engine,europe-west1,DevOps,staging,26.74,cloudgaze-prod-99
2025-08-11,BigQuery,us-central1,Data,prod,36.69,cloudgaze-prod-99
2025-08-12,Compute Engine,us-central1,Backend,prod,41.51,cloudgaze-prod-99
2025-08-12,Compute Engine,us-central1,Backend,dev,11.19,cloudgaze-prod-99
2025-08-12,Cloud SQL,us-central1,Database,prod,50.34,cloudgaze-prod-99
2025-08-12,Cloud SQL,us-central1,Database,staging,18.85,cloudgaze-prod-99
2025-08-12,Cloud Storage,us-central1,Data,prod,16.25,cloudgaze-prod-99
2025-08-12,Kubernetes Engine,europe-west1,DevOps,prod,60.01,cloudgaze-prod-99
2025-08-12,Kubernetes Engine,europe-west1,DevOps,staging,23.14,cloudgaze-prod-99
2025-08-12,BigQuery,us-central1,Data,prod,18.96,cloudgaze-prod-99
2025-08-13,Compute Engine,us-central1,Backend,prod,33.65,cloudgaze-prod-99
2025-08-13,Compute Engine,us-central1,Backend,dev,14.43,cloudgaze-prod-99
2025-08-13,Cloud SQL,us-central1,Database,prod,48.76,cloudgaze-prod-99
2025-08-13,Cloud SQL,us-central1,Database,staging,17.62,cloudgaze-prod-99
2025-08-13,Cloud Storage,us-central1,Data,prod,17.33,cloudgaze-prod-99
2025-08-13,Kubernetes Engine,europe-west1,DevOps,prod,59.31,cloudgaze-prod-99
2025-08-13,Kubernetes Engine,europe-west1,DevOps,staging,26.61,cloudgaze-prod-99
2025-08-13,BigQuery,us-central1,Data,prod,23.66,cloudgaze-prod-99
2025-08-14,Compute Engine,us-central1,Backend,prod,40.3,cloudgaze-prod-99
2025-08-14,Compute Engine,us-central1,Backend,dev,8.04,cloudgaze-prod-99
2025-08-14,Cloud SQL,us-central1,Database,prod,49.87,cloudgaze-prod-99
2025-08-14,Cloud SQL,us-central1,Database,staging,17.68,cloudgaze-prod-99
2025-08-14,Cloud Storage,us-central1,Data,prod,16.14,cloudgaze-prod-99
2025-08-14,Kubernetes Engine,europe-west1,DevOps,prod,55.01,cloudgaze-prod-99
2025-08-14,Kubernetes Engine,europe-west1,DevOps,staging,24.75,cloudgaze-prod-99
2025-08-14,BigQuery,us-central1,Data,prod,20.31,cloudgaze-prod-99
2025-08-15,Compute Engine,us-central1,Backend,prod,41.8,cloudgaze-prod-99
2025-08-15,Compute Engine,us-central1,Backend,dev,12.13,cloudgaze-prod-99
2025-08-15,Cloud SQL,us-central1,Database,prod,50.21,cloudgaze-prod-99
2025-08-15,Cloud SQL,us-central1,Database,staging,22.04,cloudgaze-prod-99
2025-08-15,Cloud Storage,us-central1,Data,prod,16.6,cloudgaze-prod-99
2025-08-15,Kubernetes Engine,europe-west1,DevOps,prod,65.57,cloudgaze-prod-99
2025-08-15,Kubernetes Engine,europe-west1,DevOps,staging,28.48,cloudgaze-prod-99
2025-08-15,BigQuery,us-central1,Data,prod,15.37,cloudgaze-prod-99
2025-08-16,Compute Engine,us-central1,Backend,prod,43.77,cloudgaze-prod-99
2025-08-16,Compute Engine,us-central1,Backend,dev,11.95,cloudgaze-prod-99
2025-08-16,Cloud SQL,us-central1,Database,prod,50.79,cloudgaze-prod-99
2025-08-16,Cloud SQL,us-central1,Database,staging,21.67,cloudgaze-prod-99
2025-08-16,Cloud Storage,us-central1,Data,prod,16.23,cloudgaze-prod-99
2025-08-16,Kubernetes Engine,europe-west1,DevOps,prod,59.31,cloudgaze-prod-99
2025-08-16,Kubernetes Engine,europe-west1,DevOps,staging,27.71,cloudgaze-prod-99
2025-08-16,BigQuery,us-central1,Data,prod,22.99,cloudgaze-prod-99
2025-08-17,Compute Engine,us-central1,Backend,prod,38.79,cloudgaze-prod-99
2025-08-17,Compute Engine,us-central1,Backend,dev,11.63,cloudgaze-prod-99
2025-08-17,Cloud SQL,us-central1,Database,prod,52.54,cloudgaze-prod-99
2025-08-17,Cloud SQL,us-central1,Database,staging,20.77,cloudgaze-prod-99
2025-08-17,Cloud Storage,us-central1,Data,prod,18.26,cloudgaze-prod-99
2025-08-17,Kubernetes Engine,europe-west1,DevOps,prod,59.82,cloudgaze-prod-99
2025-08-17,Kubernetes Engine,europe-west1,DevOps,staging,26.59,cloudgaze-prod-99
2025-08-17,BigQuery,us-central1,Data,prod,34.45,cloudgaze-prod-99
2025-08-18,Compute Engine,us-central1,Backend,prod,37.75,cloudgaze-prod-99
2025-08-18,Compute Engine,us-central1,Backend,dev,13.96,cloudgaze-prod-99
2025-08-18,Cloud SQL,us-central1,Database,prod,50.58,cloudgaze-prod-99
2025-08-18,Cloud SQL,us-central1,Database,staging,19.8,cloudgaze-prod-99
2025-08-18,Cloud Storage,us-central1,Data,prod,16.56,cloudgaze-prod-99
2025-08-18,Kubernetes Engine,europe-west1,DevOps,prod,63.01,cloudgaze-prod-99
2025-08-18,Kubernetes Engine,europe-west1,DevOps,staging,25.7,cloudgaze-prod-99
2025-08-18,BigQuery,us-central1,Data,prod,19.38,cloudgaze-prod-99
2025-08-19,Compute Engine,us-central1,Backend,prod,43.49,cloudgaze-prod-99
2025-08-19,Compute Engine,us-central1,Backend,dev,14.17,cloudgaze-prod-99
2025-08-19,Cloud SQL,us-central1,Database,prod,54.92,cloudgaze-prod-99
2025-08-19,Cloud SQL,us-central1,Database,staging,21.24,cloudgaze-prod-99
2025-08-19,Cloud Storage,us-central1,Data,prod,17.5,cloudgaze-prod-99
2025-08-19,Kubernetes Engine,europe-west1,DevOps,prod,60.44,cloudgaze-prod-99
2025-08-19,Kubernetes Engine,europe-west1,DevOps,staging,25.14,cloudgaze-prod-99
2025-08-19,BigQuery,us-central1,Data,prod,15.09,cloudgaze-prod-99
2025-08-20,Compute Engine,us-central1,Backend,prod,40.04,cloudgaze-prod-99
2025-08-20,Compute Engine,us-central1,Backend,dev,12.16,cloudgaze-prod-99
2025-08-20,Cloud SQL,us-central1,Database,prod,53.16,cloudgaze-prod-99
2025-08-20,Cloud SQL,us-central1,Database,staging,20.57,cloudgaze-prod-99
2025-08-20,Cloud Storage,us-central1,Data,prod,15.5,cloudgaze-prod-99
2025-08-20,Kubernetes Engine,europe-west1,DevOps,prod,67.92,cloudgaze-prod-99
2025-08-20,Kubernetes Engine,europe-west1,DevOps,staging,26.53,cloudgaze-prod-99
2025-08-20,BigQuery,us-central1,Data,prod,30.67,cloudgaze-prod-99
2025-08-21,Compute Engine,us-central1,Backend,prod,35.4,cloudgaze-prod-99
2025-08-21,Compute Engine,us-central1,Backend,dev,9.48,cloudgaze-prod-99
2025-08-21,Cloud SQL,us-central1,Database,prod,50.6,cloudgaze-prod-99
2025-08-21,Cloud SQL,us-central1,Database,staging,17.47,cloudgaze-prod-99
2025-08-21,Cloud Storage,us-central1,Data,prod,18.26,cloudgaze-prod-99
2025-08-21,Kubernetes Engine,europe-west1,DevOps,prod,60.76,cloudgaze-prod-99
2025-08-21,Kubernetes Engine,europe-west1,DevOps,staging,26.23,cloudgaze-prod-99
2025-08-21,BigQuery,us-central1,Data,prod,16.44,cloudgaze-prod-99
2025-08-22,Compute Engine,us-central1,Backend,prod,35.92,cloudgaze-prod-99
2025-08-22,Compute Engine,us-central1,Backend,dev,10.55,cloudgaze-prod-99
2025-08-22,Cloud SQL,us-central1,Database,prod,52.42,cloudgaze-prod-99
2025-08-22,Cloud SQL,us-central1,Database,staging,17.82,cloudgaze-prod-99
2025-08-22,Cloud Storage,us-central1,Data,prod,16.64,cloudgaze-prod-99
2025-08-22,Kubernetes Engine,europe-west1,DevOps,prod,55.57,cloudgaze-prod-99
2025-08-22,Kubernetes Engine,europe-west1,DevOps,staging,26.35,cloudgaze-prod-99
2025-08-22,BigQuery,us-central1,Data,prod,17.67,cloudgaze-prod-99
2025-08-23,Compute Engine,us-central1,Backend,prod,47.3,cloudgaze-prod-99
2025-08-23,Compute Engine,us-central1,Backend,dev,15.98,cloudgaze-prod-99
2025-08-23,Cloud SQL,us-central1,Database,prod,52.97,cloudgaze-prod-99
2025-08-23,Cloud SQL,us-central1,Database,staging,20.09,cloudgaze-prod-99
2025-08-23,Cloud Storage,us-central1,Data,prod,16.69,cloudgaze-prod-99
2025-08-23,Kubernetes Engine,europe-west1,DevOps,prod,58.67,cloudgaze-prod-99
2025-08-23,Kubernetes Engine,europe-west1,DevOps,staging,22.05,cloudgaze-prod-99
2025-08-23,BigQuery,us-central1,Data,prod,16.69,cloudgaze-prod-99
2025-08-24,Compute Engine,us-central1,Backend,prod,38.82,cloudgaze-prod-99
2025-08-24,Compute Engine,us-central1,Backend,dev,15.01,cloudgaze-prod-99
2025-08-24,Cloud SQL,us-central1,Database,prod,52.11,cloudgaze-prod-99
2025-08-24,Cloud SQL,us-central1,Database,staging,21.75,cloudgaze-prod-99
2025-08-24,Cloud Storage,us-central1,Data,prod,17.11,cloudgaze-prod-99
2025-08-24,Kubernetes Engine,europe-west1,DevOps,prod,67.64,cloudgaze-prod-99
2025-08-24,Kubernetes Engine,europe-west1,DevOps,staging,26.72,cloudgaze-prod-99
2025-08-24,BigQuery,us-central1,Data,prod,8.52,cloudgaze-prod-99
2025-08-25,Compute Engine,us-central1,Backend,prod,41.82,cloudgaze-prod-99
2025-08-25,Compute Engine,us-central1,Backend,dev,13.67,cloudgaze-prod-99
2025-08-25,Cloud SQL,us-central1,Database,prod,49.04,cloudgaze-prod-99
2025-08-25,Cloud SQL,us-central1,Database,staging,21.04,cloudgaze-prod-99
2025-08-25,Cloud Storage,us-central1,Data,prod,17.57,cloudgaze-prod-99
2025-08-25,Kubernetes Engine,europe-west1,DevOps,prod,70.88,cloudgaze-prod-99
2025-08-25,Kubernetes Engine,europe-west1,DevOps,staging,25.68,cloudgaze-prod-99
2025-08-25,BigQuery,us-central1,Data,prod,23.8,cloudgaze-prod-99
2025-08-26,Compute Engine,us-central1,Backend,prod,42.43,cloudgaze-prod-99
2025-08-26,Compute Engine,us-central1,Backend,dev,13.27,cloudgaze-prod-99
2025-08-26,Cloud SQL,us-central1,Database,prod,53.64,cloudgaze-prod-99
2025-08-26,Cloud SQL,us-central1,Database,staging,19.7,cloudgaze-prod-99
2025-08-26,Cloud Storage,us-central1,Data,prod,17.52,cloudgaze-prod-99
2025-08-26,Kubernetes Engine,europe-west1,DevOps,prod,67.18,cloudgaze-prod-99
2025-08-26,Kubernetes Engine,europe-west1,DevOps,staging,29.09,cloudgaze-prod-99
2025-08-26,BigQuery,us-central1,Data,prod,30.8,cloudgaze-prod-99
2025-08-27,Compute Engine,us-central1,Backend,prod,47.37,cloudgaze-prod-99
2025-08-27,Compute Engine,us-central1,Backend,dev,17.59,cloudgaze-prod-99
2025-08-27,Cloud SQL,us-central1,Database,prod,53.22,cloudgaze-prod-99
2025-08-27,Cloud SQL,us-central1,Database,staging,18.44,cloudgaze-prod-99
2025-08-27,Cloud Storage,us-central1,Data,prod,14.78,cloudgaze-prod-99
2025-08-27,Kubernetes Engine,europe-west1,DevOps,prod,67.18,cloudgaze-prod-99
2025-08-27,Kubernetes Engine,europe-west1,DevOps,staging,27.67,cloudgaze-prod-99
2025-08-27,BigQuery,us-central1,Data,prod,32.96,cloudgaze-prod-99
2025-08-28,Compute Engine,us-central1,Backend,prod,44.48,cloudgaze-prod-99
2025-08-28,Compute Engine,us-central1,Backend,dev,10.51,cloudgaze-prod-99
2025-08-28,Cloud SQL,us-central1,Database,prod,51.51,cloudgaze-prod-99
2025-08-28,Cloud SQL,us-central1,Database,staging,21.43,cloudgaze-prod-99
2025-08-28,Cloud Storage,us-central1,Data,prod,18.0,cloudgaze-prod-99
2025-08-28,Kubernetes Engine,europe-west1,DevOps,prod,60.16,cloudgaze-prod-99
2025-08-28,Kubernetes Engine,europe-west1,DevOps,staging,25.86,cloudgaze-prod-99
2025-08-28,BigQuery,us-central1,Data,prod,35.38,cloudgaze-prod-99
2025-08-29,Compute Engine,us-central1,Backend,prod,47.15,cloudgaze-prod-99
2025-08-29,Compute Engine,us-central1,Backend,dev,14.21,cloudgaze-prod-99
2025-08-29,Cloud SQL,us-central1,Database,prod,53.16,cloudgaze-prod-99
2025-08-29,Cloud SQL,us-central1,Database,staging,22.79,cloudgaze-prod-99
2025-08-29,Cloud Storage,us-central1,Data,prod,17.74,cloudgaze-prod-99
2025-08-29,Kubernetes Engine,europe-west1,DevOps,prod,57.23,cloudgaze-prod-99
2025-08-29,Kubernetes Engine,europe-west1,DevOps,staging,28.54,cloudgaze-prod-99
2025-08-29,BigQuery,us-central1,Data,prod,48.2,cloudgaze-prod-99
2025-08-30,Compute Engine,us-central1,Backend,prod,41.33,cloudgaze-prod-99
2025-08-30,Compute Engine,us-central1,Backend,dev,12.48,cloudgaze-prod-99
2025-08-30,Cloud SQL,us-central1,Database,prod,47.23,cloudgaze-prod-99
2025-08-30,Cloud SQL,us-central1,Database,staging,23.1,cloudgaze-prod-99
2025-08-30,Cloud Storage,us-central1,Data,prod,16.18,cloudgaze-prod-99
2025-08-30,Kubernetes Engine,europe-west1,DevOps,prod,53.27,cloudgaze-prod-99
2025-08-30,Kubernetes Engine,europe-west1,DevOps,staging,26.97,cloudgaze-prod-99
2025-08-30,BigQuery,us-central1,Data,prod,23.86,cloudgaze-prod-99
2025-08-31,Compute Engine,us-central1,Backend,prod,41.42,cloudgaze-prod-99
2025-08-31,Compute Engine,us-central1,Backend,dev,14.85,cloudgaze-prod-99
2025-08-31,Cloud SQL,us-central1,Database,prod,57.85,cloudgaze-prod-99
2025-08-31,Cloud SQL,us-central1,Database,staging,20.31,cloudgaze-prod-99
2025-08-31,Cloud Storage,us-central1,Data,prod,17.1,cloudgaze-prod-99
2025-08-31,Kubernetes Engine,europe-west1,DevOps,prod,59.36,cloudgaze-prod-99
2025-08-31,Kubernetes Engine,europe-west1,DevOps,staging,27.64,cloudgaze-prod-99
2025-08-31,BigQuery,us-central1,Data,prod,34.45,cloudgaze-prod-99
2025-09-01,Compute Engine,us-central1,Backend,prod,32.67,cloudgaze-prod-99
2025-09-01,Compute Engine,us-central1,Backend,dev,12.82,cloudgaze-prod-99
2025-09-01,Cloud SQL,us-central1,Database,prod,51.64,cloudgaze-prod-99
2025-09-01,Cloud SQL,us-central1,Database,staging,19.98,cloudgaze-prod-99
2025-09-01,Cloud Storage,us-central1,Data,prod,17.55,cloudgaze-prod-99
2025-09-01,Kubernetes Engine,europe-west1,DevOps,prod,66.62,cloudgaze-prod-99
2025-09-01,Kubernetes Engine,europe-west1,DevOps,staging,22.44,cloudgaze-prod-99
2025-09-01,BigQuery,us-central1,Data,prod,29.04,cloudgaze-prod-99
2025-09-02,Compute Engine,us-central1,Backend,prod,52.32,cloudgaze-prod-99
2025-09-02,Compute Engine,us-central1,Backend,dev,13.14,cloudgaze-prod-99
2025-09-02,Cloud SQL,us-central1,Database,prod,51.74,cloudgaze-prod-99
2025-09-02,Cloud SQL,us-central1,Database,staging,19.85,cloudgaze-prod-99
2025-09-02,Cloud Storage,us-central1,Data,prod,16.2,cloudgaze-prod-99
2025-09-02,Kubernetes Engine,europe-west1,DevOps,prod,69.78,cloudgaze-prod-99
2025-09-02,Kubernetes Engine,europe-west1,DevOps,staging,26.91,cloudgaze-prod-99
2025-09-02,BigQuery,us-central1,Data,prod,35.04,cloudgaze-prod-99
2025-09-03,Compute Engine,us-central1,Backend,prod,38.86,cloudgaze-prod-99
2025-09-03,Compute Engine,us-central1,Backend,dev,8.4,cloudgaze-prod-99
2025-09-03,Cloud SQL,us-central1,Database,prod,51.44,cloudgaze-prod-99
2025-09-03,Cloud SQL,us-central1,Database,staging,22.43,cloudgaze-prod-99
2025-09-03,Cloud Storage,us-central1,Data,prod,18.05,cloudgaze-prod-99
2025-09-03,Kubernetes Engine,europe-west1,DevOps,prod,65.53,cloudgaze-prod-99
2025-09-03,Kubernetes Engine,europe-west1,DevOps,staging,22.43,cloudgaze-prod-99
2025-09-03,BigQuery,us-central1,Data,prod,25.94,cloudgaze-prod-99
2025-09-04,Compute Engine,us-central1,Backend,prod,44.39,cloudgaze-prod-99
2025-09-04,Compute Engine,us-central1,Backend,dev,13.63,cloudgaze-prod-99
2025-09-04,Cloud SQL,us-central1,Database,prod,47.75,cloudgaze-prod-99
2025-09-04,Cloud SQL,us-central1,Database,staging,21.26,cloudgaze-prod-99
2025-09-04,Cloud Storage,us-central1,Data,prod,15.37,cloudgaze-prod-99
2025-09-04,Kubernetes Engine,europe-west1,DevOps,prod,57.71,cloudgaze-prod-99
2025-09-04,Kubernetes Engine,europe-west1,DevOps,staging,24.45,cloudgaze-prod-99
2025-09-04,BigQuery,us-central1,Data,prod,18.63,cloudgaze-prod-99
2025-09-05,Compute Engine,us-central1,Backend,prod,40.8,cloudgaze-prod-99
2025-09-05,Compute Engine,us-central1,Backend,dev,12.51,cloudgaze-prod-99
2025-09-05,Cloud SQL,us-central1,Database,prod,51.82,cloudgaze-prod-99
2025-09-05,Cloud SQL,us-central1,Database,staging,19.11,cloudgaze-prod-99
2025-09-05,Cloud Storage,us-central1,Data,prod,16.8,cloudgaze-prod-99
2025-09-05,Kubernetes Engine,europe-west1,DevOps,prod,59.25,cloudgaze-prod-99
2025-09-05,Kubernetes Engine,europe-west1,DevOps,staging,24.41,cloudgaze-prod-99
2025-09-05,BigQuery,us-central1,Data,prod,24.37,cloudgaze-prod-99
2025-09-06,Compute Engine,us-central1,Backend,prod,41.0,cloudgaze-prod-99
2025-09-06,Compute Engine,us-central1,Backend,dev,10.12,cloudgaze-prod-99
